Subgroup_type,Subgroup_value,ASR_Model,Biomarker,Human_effect,ASR_effect,Deviation,CI_low,CI_high,p_val,n_DEM,n_OLD,p_FDR
Transcript_length,Q1,Microsoft,content_ratio,0.149,0.1243,-0.0247,-0.052,0.0025,0.0746,42,35,0.1677
Transcript_length,Q1,Microsoft,mean_word_len,-0.4286,-0.3708,0.0578,-0.1068,0.2224,0.4831,42,35,0.6184
Transcript_length,Q1,Nemo,ttr,-0.0809,-0.0221,0.0588,0.0164,0.1011,0.0076,42,35,0.0405
Transcript_length,Q1,Nemo,pronoun_ratio,0.0389,0.0374,-0.0014,-0.0165,0.0137,0.8492,42,35,0.8766
Transcript_length,Q1,Nemo,content_ratio,0.149,0.1367,-0.0123,-0.0284,0.0038,0.1316,42,35,0.2477
Transcript_length,Q1,Nemo,mean_word_len,-0.4286,-0.3357,0.0929,0.0072,0.1786,0.0341,42,35,0.0998
Transcript_length,Q1,Whisper,ttr,-0.0809,-0.0345,0.0464,0.0045,0.0882,0.0307,42,35,0.0998
Transcript_length,Q1,Whisper,pronoun_ratio,0.0389,0.0582,0.0194,-0.0015,0.0402,0.0678,42,35,0.1669
Transcript_length,Q1,Whisper,content_ratio,0.149,0.1227,-0.0263,-0.0491,-0.0036,0.0244,42,35,0.0998
Transcript_length,Q1,Whisper,mean_word_len,-0.4286,-0.2707,0.1579,0.0441,0.2718,0.0075,42,35,0.0405
Transcript_length,Q2,AWS,ttr,-0.0513,-0.04,0.0114,-0.0055,0.0282,0.181,36,41,0.3861
Transcript_length,Q2,AWS,pronoun_ratio,0.029,0.0339,0.005,-0.004,0.014,0.2696,36,41,0.4818
Transcript_length,Q2,AWS,content_ratio,0.0544,0.0371,-0.0173,-0.0289,-0.0057,0.0043,36,41,0.0459
Transcript_length,Q2,AWS,mean_word_len,-0.2286,-0.3144,-0.0858,-0.1487,-0.0229,0.0083,36,41,0.0664
Transcript_length,Q2,AssemblyAI,ttr,-0.0513,-0.0423,0.0091,-0.0073,0.0254,0.271,36,41,0.4818
Transcript_length,Q2,AssemblyAI,pronoun_ratio,0.029,0.0277,-0.0012,-0.0073,0.0048,0.6823,36,41,0.8087
Transcript_length,Q2,AssemblyAI,content_ratio,0.0544,0.0493,-0.0051,-0.0129,0.0027,0.1989,36,41,0.3978
Transcript_length,Q2,AssemblyAI,mean_word_len,-0.2286,-0.2371,-0.0084,-0.0718,0.055,0.7913,36,41,0.9043
Transcript_length,Q2,CrisperWhisper,ttr,-0.0513,-0.0812,-0.0299,-0.0622,0.0025,0.0699,36,41,0.2033
Transcript_length,Q2,CrisperWhisper,pronoun_ratio,0.029,0.025,-0.004,-0.0146,0.0066,0.4504,36,41,0.6804
Transcript_length,Q2,CrisperWhisper,content_ratio,0.0544,0.0526,-0.0019,-0.0202,0.0165,0.8391,36,41,0.9229
Transcript_length,Q2,CrisperWhisper,mean_word_len,-0.2286,-0.3177,-0.089,-0.1852,0.0071,0.0686,36,41,0.2033
Transcript_length,Q2,Google,ttr,-0.0513,-0.0337,0.0176,-0.0068,0.042,0.1532,36,41,0.3502
Transcript_length,Q2,Google,pronoun_ratio,0.029,0.0244,-0.0046,-0.0172,0.008,0.4678,36,41,0.6804
Transcript_length,Q2,Google,content_ratio,0.0544,0.0489,-0.0055,-0.0216,0.0105,0.4925,36,41,0.6816
Transcript_length,Q2,Google,mean_word_len,-0.2286,-0.2353,-0.0067,-0.1084,0.0951,0.8958,36,41,0.9247
Transcript_length,Q2,Meta,ttr,-0.0513,0.0137,0.065,0.0295,0.1005,0.0006,36,41,0.0192
Transcript_length,Q2,Meta,pronoun_ratio,0.029,0.0223,-0.0066,-0.019,0.0057,0.2883,36,41,0.4856
Transcript_length,Q2,Meta,content_ratio,0.0544,0.0481,-0.0063,-0.0215,0.0089,0.41,36,41,0.656
Transcript_length,Q2,Meta,mean_word_len,-0.2286,-0.152,0.0766,-0.0178,0.1711,0.1097,36,41,0.27
Transcript_length,Q2,Microsoft,ttr,-0.0513,-0.0369,0.0144,-0.0296,0.0584,0.5112,36,41,0.6816
Transcript_length,Q2,Microsoft,pronoun_ratio,0.029,0.0301,0.0012,-0.0126,0.0149,0.8652,36,41,0.9229
Transcript_length,Q2,Microsoft,content_ratio,0.0544,0.0258,-0.0286,-0.047,-0.0102,0.0031,36,41,0.0459
Transcript_length,Q2,Microsoft,mean_word_len,-0.2286,-0.26,-0.0314,-0.1615,0.0988,0.6289,36,41,0.774
Transcript_length,Q2,Nemo,ttr,-0.0513,-0.0306,0.0208,0.003,0.0385,0.0228,36,41,0.1459
Transcript_length,Q2,Nemo,pronoun_ratio,0.029,0.037,0.0081,-0.0004,0.0165,0.0604,36,41,0.2033
Transcript_length,Q2,Nemo,content_ratio,0.0544,0.0416,-0.0128,-0.0258,0.0002,0.0529,36,41,0.2033
Transcript_length,Q2,Nemo,mean_word_len,-0.2286,-0.2102,0.0184,-0.0517,0.0885,0.5998,36,41,0.7677
Transcript_length,Q2,Whisper,ttr,-0.0513,-0.0231,0.0282,-0.0018,0.0582,0.0647,36,41,0.2033
Transcript_length,Q2,Whisper,pronoun_ratio,0.029,0.0285,-0.0004,-0.0112,0.0103,0.9361,36,41,0.9361
Transcript_length,Q2,Whisper,content_ratio,0.0544,0.0425,-0.0119,-0.0254,0.0016,0.0827,36,41,0.2205
Transcript_length,Q2,Whisper,mean_word_len,-0.2286,-0.1235,0.1052,0.0018,0.2086,0.0464,36,41,0.2033
Transcript_length,Q3,AWS,ttr,-0.0359,-0.0255,0.0104,-0.0053,0.0261,0.1918,51,25,0.6258
Transcript_length,Q3,AWS,pronoun_ratio,0.0243,0.0319,0.0076,-0.0004,0.0155,0.0627,51,25,0.3465
Transcript_length,Q3,AWS,content_ratio,0.0531,0.0472,-0.006,-0.0161,0.0041,0.2393,51,25,0.6258
Transcript_length,Q3,AWS,mean_word_len,-0.1944,-0.2101,-0.0157,-0.0532,0.0219,0.4073,51,25,0.6569
Transcript_length,Q3,AssemblyAI,ttr,-0.0359,-0.0258,0.0101,-0.0072,0.0273,0.2478,51,25,0.6258
Transcript_length,Q3,AssemblyAI,pronoun_ratio,0.0243,0.0276,0.0033,-0.0034,0.01,0.3328,51,25,0.6264
Transcript_length,Q3,AssemblyAI,content_ratio,0.0531,0.0506,-0.0026,-0.0111,0.006,0.5498,51,25,0.66
Transcript_length,Q3,AssemblyAI,mean_word_len,-0.1944,-0.1883,0.0061,-0.0432,0.0553,0.8054,51,25,0.8314
Transcript_length,Q3,CrisperWhisper,ttr,-0.0359,-0.0482,-0.0123,-0.0339,0.0092,0.2563,51,25,0.6258
Transcript_length,Q3,CrisperWhisper,pronoun_ratio,0.0243,0.0214,-0.0028,-0.0108,0.0051,0.4775,51,25,0.66
Transcript_length,Q3,CrisperWhisper,content_ratio,0.0531,0.0519,-0.0012,-0.014,0.0116,0.8521,51,25,0.8521
Transcript_length,Q3,CrisperWhisper,mean_word_len,-0.1944,-0.2448,-0.0504,-0.1041,0.0033,0.0654,51,25,0.3465
Transcript_length,Q3,Google,ttr,-0.0359,-0.0268,0.009,-0.0147,0.0328,0.4516,51,25,0.6569
Transcript_length,Q3,Google,pronoun_ratio,0.0243,0.0204,-0.0039,-0.0139,0.0061,0.4387,51,25,0.6569
Transcript_length,Q3,Google,content_ratio,0.0531,0.0453,-0.0078,-0.0232,0.0075,0.3129,51,25,0.6258
Transcript_length,Q3,Google,mean_word_len,-0.1944,-0.2053,-0.0109,-0.0865,0.0647,0.774,51,25,0.8256
Transcript_length,Q3,Meta,ttr,-0.0359,0.0234,0.0592,0.0306,0.0879,0.0001,51,25,0.0032
Transcript_length,Q3,Meta,pronoun_ratio,0.0243,0.0199,-0.0044,-0.014,0.0053,0.3702,51,25,0.6569
Transcript_length,Q3,Meta,content_ratio,0.0531,0.0564,0.0033,-0.0082,0.0148,0.5685,51,25,0.66
Transcript_length,Q3,Meta,mean_word_len,-0.1944,-0.2297,-0.0353,-0.1025,0.032,0.2997,51,25,0.6258
Transcript_length,Q3,Microsoft,ttr,-0.0359,-0.028,0.0079,-0.0257,0.0415,0.6408,51,25,0.7071
Transcript_length,Q3,Microsoft,pronoun_ratio,0.0243,0.0276,0.0033,-0.0084,0.015,0.5775,51,25,0.66
Transcript_length,Q3,Microsoft,content_ratio,0.0531,0.046,-0.0072,-0.0324,0.0181,0.5736,51,25,0.66
Transcript_length,Q3,Microsoft,mean_word_len,-0.1944,-0.1553,0.0391,-0.0207,0.0989,0.1968,51,25,0.6258
Transcript_length,Q3,Nemo,ttr,-0.0359,-0.0287,0.0071,-0.0114,0.0257,0.4473,51,25,0.6569
Transcript_length,Q3,Nemo,pronoun_ratio,0.0243,0.0277,0.0034,-0.0027,0.0095,0.2751,51,25,0.6258
Transcript_length,Q3,Nemo,content_ratio,0.0531,0.0447,-0.0084,-0.02,0.0031,0.1497,51,25,0.5988
Transcript_length,Q3,Nemo,mean_word_len,-0.1944,-0.2415,-0.047,-0.0928,-0.0013,0.044,51,25,0.3465
Transcript_length,Q3,Whisper,ttr,-0.0359,-0.0212,0.0146,-0.0016,0.0308,0.0758,51,25,0.3465
Transcript_length,Q3,Whisper,pronoun_ratio,0.0243,0.031,0.0067,-0.0007,0.0142,0.0751,51,25,0.3465
Transcript_length,Q3,Whisper,content_ratio,0.0531,0.0497,-0.0035,-0.0147,0.0078,0.5423,51,25,0.66
Transcript_length,Q3,Whisper,mean_word_len,-0.1944,-0.1365,0.0579,0.0098,0.1059,0.0189,51,25,0.3024
Transcript_length,Q4,AWS,ttr,0.0134,0.0116,-0.0018,-0.0179,0.0143,0.8137,64,12,0.8979
Transcript_length,Q4,AWS,pronoun_ratio,-0.0027,0.0029,0.0056,-0.0015,0.0127,0.1135,64,12,0.392
Transcript_length,Q4,AWS,content_ratio,0.01,0.0053,-0.0047,-0.011,0.0016,0.1383,64,12,0.392
Transcript_length,Q4,AWS,mean_word_len,-0.0524,-0.0274,0.025,-0.0404,0.0904,0.441,64,12,0.6945
Transcript_length,Q4,AssemblyAI,ttr,0.0134,0.02,0.0066,-0.0118,0.0249,0.4617,64,12,0.6945
Transcript_length,Q4,AssemblyAI,pronoun_ratio,-0.0027,-0.0038,-0.0011,-0.0097,0.0075,0.8024,64,12,0.8979
Transcript_length,Q4,AssemblyAI,content_ratio,0.01,0.0096,-0.0004,-0.0078,0.007,0.9096,64,12,0.9702
Transcript_length,Q4,AssemblyAI,mean_word_len,-0.0524,0.0331,0.0855,0.0268,0.1442,0.0055,64,12,0.176
Transcript_length,Q4,CrisperWhisper,ttr,0.0134,0.0051,-0.0083,-0.0296,0.013,0.4182,64,12,0.6945
Transcript_length,Q4,CrisperWhisper,pronoun_ratio,-0.0027,-0.0028,-0.0,-0.0084,0.0083,0.9906,64,12,0.9906
Transcript_length,Q4,CrisperWhisper,content_ratio,0.01,0.0055,-0.0045,-0.0119,0.0028,0.2145,64,12,0.4588
Transcript_length,Q4,CrisperWhisper,mean_word_len,-0.0524,-0.045,0.0074,-0.0551,0.07,0.8083,64,12,0.8979
Transcript_length,Q4,Google,ttr,0.0134,-0.0051,-0.0185,-0.0358,-0.0013,0.0361,64,12,0.2888
Transcript_length,Q4,Google,pronoun_ratio,-0.0027,0.0039,0.0066,-0.0014,0.0147,0.1036,64,12,0.392
Transcript_length,Q4,Google,content_ratio,0.01,-0.0012,-0.0112,-0.0224,-0.0001,0.048,64,12,0.2939
Transcript_length,Q4,Google,mean_word_len,-0.0524,-0.0964,-0.044,-0.1198,0.0318,0.2404,64,12,0.4588
Transcript_length,Q4,Meta,ttr,0.0134,0.0429,0.0295,-0.0086,0.0676,0.1228,64,12,0.392
Transcript_length,Q4,Meta,pronoun_ratio,-0.0027,-0.0111,-0.0084,-0.0201,0.0033,0.147,64,12,0.392
Transcript_length,Q4,Meta,content_ratio,0.01,0.0218,0.0118,-0.0003,0.0239,0.0551,64,12,0.2939
Transcript_length,Q4,Meta,mean_word_len,-0.0524,-0.0034,0.049,-0.037,0.1351,0.2581,64,12,0.4588
Transcript_length,Q4,Microsoft,ttr,0.0134,-0.0262,-0.0396,-0.092,0.0127,0.1333,64,12,0.392
Transcript_length,Q4,Microsoft,pronoun_ratio,-0.0027,-0.0091,-0.0064,-0.0173,0.0045,0.2439,64,12,0.4588
Transcript_length,Q4,Microsoft,content_ratio,0.01,-0.0264,-0.0365,-0.0692,-0.0037,0.0295,64,12,0.2888
Transcript_length,Q4,Microsoft,mean_word_len,-0.0524,-0.0702,-0.0178,-0.1329,0.0973,0.7582,64,12,0.8979
Transcript_length,Q4,Nemo,ttr,0.0134,0.0187,0.0053,-0.0132,0.0238,0.5509,64,12,0.7665
Transcript_length,Q4,Nemo,pronoun_ratio,-0.0027,-0.0026,0.0002,-0.0072,0.0075,0.9644,64,12,0.9906
Transcript_length,Q4,Nemo,content_ratio,0.01,0.0015,-0.0085,-0.0217,0.0047,0.1935,64,12,0.4588
Transcript_length,Q4,Nemo,mean_word_len,-0.0524,-0.0159,0.0365,-0.0269,0.0999,0.2505,64,12,0.4588
Transcript_length,Q4,Whisper,ttr,0.0134,0.0163,0.0028,-0.0146,0.0202,0.742,64,12,0.8979
Transcript_length,Q4,Whisper,pronoun_ratio,-0.0027,-0.0009,0.0018,-0.0076,0.0112,0.6886,64,12,0.8979
Transcript_length,Q4,Whisper,content_ratio,0.01,0.0067,-0.0033,-0.0129,0.0062,0.4775,64,12,0.6945
Transcript_length,Q4,Whisper,mean_word_len,-0.0524,0.0247,0.0772,0.0105,0.1439,0.0243,64,12,0.2888
